,Gn,mean,std,percentile_rank
9852,MSTO1,38.399,0.0,70.85614995787701
3029,CHMP3,38.397,0.0,70.8508845829823
10722,NRP1,38.393,0.0,70.84561920808761
8132,KLC2,38.386,0.0,70.84035383319292
6243,GK3P,38.37,0.0,70.83245577085088
6241,GK,38.37,0.0,70.83245577085088
3658,CRYZL1,38.348,0.0,70.8219250210615
1907,C1orf74,38.348,0.0,70.8219250210615
13893,RPP30,38.346,0.0,70.81402695871945
16422,THOC7,38.34,0.0,70.80876158382476
13201,RABGGTA,38.338,0.0,70.80349620893007
14123,SAMD12,38.336,0.0,70.79823083403538
9529,MISP,38.334,0.0,70.79033277169334
17478,UBAP2,38.334,0.0,70.79033277169334
16101,TBC1D13,38.33,0.0,70.7824347093513
14002,RSRC1,38.32,0.0,70.77453664700927
12310,PNLIPRP1,38.32,0.0,70.77453664700927
7209,HSD17B7,38.307,0.0,70.76663858466723
14506,SFXN4,38.29,0.0,70.76137320977254
7011,HK3,38.288,0.0,70.7534751474305
14641,SIL1,38.288,0.0,70.7534751474305
8134,KLC4,38.272,0.0,70.74557708508846
10933,OGDHL,38.259,0.0,70.74031171019377
15090,SLFN5,38.221,0.0,70.73504633529907
2612,CD3G,38.219,0.0,70.72978096040437
17967,WBP4,38.215,0.0,70.72451558550968
932,ARHGAP18,38.214,0.0,70.71925021061499
7315,ICMT,38.196,0.0,70.7139848357203
11273,OR5L1,38.187,0.0,70.7087194608256
794,AP1S2,38.185,0.0,70.70345408593091
11367,ORMDL2,38.179,0.0,70.69818871103622
10517,NMD3,38.175,0.0,70.69292333614153
13001,PTPMT1,38.165,0.0,70.68765796124684
18201,ZAP70,38.164,0.0,70.68239258635215
2374,CCDC167,38.159,0.0,70.67712721145746
3917,CYP4A22,38.151,0.0,70.67186183656277
4698,EED,38.138,0.0,70.66659646166808
6810,HABP2,38.113,0.0,70.66133108677339
4479,DPH5,38.094,0.0,70.6560657118787
15468,SPG21,38.09,0.0,70.650800336984
6905,HEATR1,38.089,0.0,70.6455349620893
6928,HEMGN,38.085,0.0,70.64026958719461
6653,GSK3A,38.079,0.0,70.63500421229992
1610,BOLA2B,38.078,17.64346618439812,70.62973883740523
5152,EXOC8,38.072,0.0,70.62447346251052
3142,CLASP2,38.071,0.0,70.61920808761583
8000,KDM2B,38.07,0.0,70.61394271272114
4140,DEFB116,38.067,0.0,70.60867733782645
8082,KIF21A,38.059,0.0,70.60341196293176
13494,RETSAT,38.058,0.0,70.59814658803707
17994,WDR4,38.051,0.0,70.59288121314238
4858,ELMO2,38.048,0.0,70.58761583824769
2580,CD2,38.04,0.0,70.57971777590565
9372,MEN1,38.04,0.0,70.57971777590565
3366,COA5,38.039,0.0,70.57181971356361
7996,KDF1,38.035,0.0,70.56655433866892
17297,TSSC4,38.031,0.0,70.56128896377422
4392,DNAJC17,38.013,0.0,70.55602358887953
14256,SCRN3,38.01,0.0,70.55075821398484
5706,FLG2,38.008,0.0,70.54549283909014
9899,MTFR1,38.006,0.0,70.54022746419545
12771,PRPH2,37.989,0.0,70.53496208930076
13274,RAP2A,37.976,0.0,70.52969671440607
3816,CWF19L1,37.975,0.0,70.52443133951137
7392,IFT22,37.967,0.0,70.51916596461668
4621,DYNC2LI1,37.963,0.0,70.51390058972198
6852,HAX1,37.962,0.0,70.5086352148273
1000,ARIH2,37.961,0.0,70.5033698399326
2610,CD3D,37.955,0.0,70.49810446503791
16693,TMEM209,37.949,0.0,70.49283909014322
17258,TSPAN1,37.943,0.0,70.48757371524853
11888,PFKFB3,37.934,0.0,70.47967565290648
18,AAR2,37.934,0.0,70.47967565290648
17193,TRMT61A,37.927,0.0,70.47177759056444
6371,GOLGA3,37.923,0.0,70.46651221566975
4108,DDX51,37.903,0.0,70.46124684077506
14580,SHCBP1,37.902,0.0,70.45598146588037
17886,VPS36,37.879,0.0,70.45071609098568
18981,ZW10,37.869,0.0,70.44545071609099
4431,DNMT1,37.841,0.0,70.4401853411963
4239,DHX29,37.826,0.0,70.4349199663016
17587,UGT1A1,37.824,0.0,70.42965459140692
4912,EMP3,37.822,0.0,70.42175652906487
3741,CTBP2,37.822,0.0,70.42175652906487
13971,RRP12,37.819,0.0,70.41385846672283
10490,NLE1,37.81,0.0,70.40859309182814
16924,TNPO2,37.807,0.0,70.40332771693345
224,ACTR5,37.802,0.0,70.39806234203876
13315,RASL10B,37.801,0.0,70.39279696714405
16436,THUMPD3,37.79,0.0,70.38753159224936
6263,GLIPR1,37.757,0.0,70.38226621735467
9490,MICU2,37.753,0.0,70.37700084245998
6431,GPALPP1,37.748,0.0,70.37173546756529
16466,TIMM21,37.746,0.0,70.3664700926706
5680,FITM2,37.742,0.0,70.3612047177759
15897,SVIL,37.735,0.0,70.35593934288121
12705,PRKCI,37.731,0.0,70.35067396798652
9742,MRPL32,37.726,0.0,70.34540859309183
13771,RNF40,37.725,0.0,70.34014321819714
6709,GTPBP1,37.722,0.0,70.33487784330245
2334,CCDC115,37.7,0.0,70.32961246840776
8240,KNOP1,37.697,0.0,70.32434709351307
5032,ERCC5,37.679,0.0,70.31644903117102
1556,BIVM-ERCC5,37.679,0.0,70.31644903117102
14344,SELENOS,37.673,0.0,70.30855096882898
47,ABCB7,37.667,0.0,70.30328559393428
16967,TOR1A,37.663,0.0,70.29802021903959
6828,HAO2,37.661,0.0,70.2927548441449
9795,MRPS5,37.659,0.0,70.2874894692502
11509,PAIP2B,37.651,0.0,70.27959140690817
7020,HLA-DPA1,37.651,0.0,70.27959140690817
15144,SMCHD1,37.647,0.0,70.27169334456613
13050,PUM1,37.645,0.0,70.26642796967144
3751,CTDSPL2,37.641,0.0,70.26116259477675
13811,RP9,37.639,0.0,70.25589721988206
2414,CCDC43,37.625,0.0,70.25063184498737
11560,PARL,37.594,0.0,70.24010109519799
752,ANO6,37.594,0.0,70.24010109519799
7401,IFTAP,37.594,0.0,70.24010109519799
10563,NOL6,37.568,0.0,70.2295703454086
11304,OR6K2,37.563,0.0,70.2243049705139
11927,PGM2L1,37.561,0.0,70.21903959561921
15922,SYN3,37.559,0.0,70.21377422072452
12356,POLD2,37.554,0.0,70.20850884582983
9241,MBNL2,37.551,0.0,70.20324347093513
11361,ORC4,37.549,0.0,70.19797809604043
10250,NDC1,37.544,0.0,70.19271272114574
12531,PPP1R13L,37.54,0.0,70.18744734625105
17991,WDR36,37.539,0.0,70.18218197135636
1169,ATAD2B,37.532,0.0,70.17691659646167
2347,CCDC134,37.503,0.0,70.17165122156698
8013,KDM6B,37.5,0.0,70.16638584667228
6144,GEMIN5,37.487,0.0,70.1611204717776
13711,RNF13,37.476,0.0,70.1558550968829
5686,FKBP15,37.472,0.0,70.15058972198821
15212,SMYD2,37.459,0.0,70.14532434709352
1202,ATG5,37.429,0.0,70.14005897219882
4149,DEFB131A,37.428,0.0,70.13479359730412
16051,TARBP2,37.419,0.0,70.12952822240943
16698,TMEM214,37.401,0.0,70.12426284751474
815,AP5Z1,37.361,0.0,70.11899747262005
15288,SNX24,37.358,0.0,70.11373209772536
1539,BICD2,37.355,0.0,70.10846672283067
10889,OAF,37.351,0.0,70.10320134793598
5813,FOXP4,37.343,0.0,70.09793597304127
16828,TMPPE,37.339,0.0,70.09267059814658
16854,TMUB2,37.336,0.0,70.08740522325189
880,APPL2,37.329,0.0,70.0821398483572
600,AMACR,37.327,0.0,70.07687447346251
3970,DAPK3,37.317,0.0,70.07160909856782
14410,SERP1,37.313500000000005,2.359615328819504,70.06634372367313
8504,LCLAT1,37.295,0.0,70.06107834877844
9500,MIER1,37.288,0.0,70.05581297388373
9314,ME3,37.282,0.0,70.05054759898904
8982,LYRM1,37.28,0.0,70.04528222409435
3535,CPM,37.277,0.0,70.04001684919966
7034,HLTF,37.276,0.0,70.03475147430497
12740,PRODH2,37.257,0.0,70.02948609941028
5038,ERF,37.255,0.0,70.02422072451559
1950,C2orf76,37.24,0.0,70.0189553496209
12859,PRXL2B,37.225,0.0,70.0136899747262
14896,SLC34A2,37.224,0.0,70.00842459983151
12340,PODN,37.223,0.0,70.00315922493682
6658,GSPT2,37.215,0.0,69.99526116259477
16831,TMPRSS11D,37.215,0.0,69.99526116259477
13344,RBFA,37.212,0.0,69.98736310025274
13207,RABL6,37.198,0.0,69.98209772535805
13165,RAB3B,37.193,0.0,69.974199663016
17548,UBR4,37.193,0.0,69.974199663016
18436,ZNF143,37.177,0.0,69.96630160067396
16306,TEX10,37.163,0.0,69.96103622577927
1762,C12orf29,37.161,0.0,69.95577085088458
6334,GNB1L,37.155,0.0,69.95050547598989
18009,WDR5B,37.151,0.0,69.9452401010952
3673,CSGALNACT2,37.15,0.0,69.9399747262005
14783,SLC22A6,37.144,0.0,69.93470935130581
8465,LARS2,37.085,0.0,69.92944397641112
17729,USP22,37.084,0.0,69.92417860151643
13113,QTRT1,37.067,0.0,69.91891322662174
17373,TTYH3,37.061,0.0,69.91364785172705
15358,SP1,37.056,0.0,69.90838247683236
4124,DEF6,37.028,0.0,69.90311710193767
8280,KRT26,37.018,0.0,69.89785172704298
5951,GABPA,37.01,0.0,69.89258635214827
10839,NUP214,37.001,0.0,69.88732097725358
7031,HLA-G,36.992,0.0,69.88205560235889
13643,RIOK1,36.98,0.0,69.8767902274642
2416,CCDC51,36.958,0.0,69.86889216512215
13368,RBM26,36.958,0.0,69.86889216512215
1137,ASH2L,36.953,0.0,69.86099410278011
4429,DNM3,36.947,0.0,69.85572872788542
7116,HOXA4,36.945,0.0,69.85046335299073
11369,OS9,36.943,0.0,69.84519797809604
17932,VWA5A,36.932,0.0,69.83993260320135
14012,RTF2,36.927,0.0,69.83466722830666
10114,NAA40,36.926,0.0,69.82940185341197
9614,MOB2,36.921,0.0,69.82413647851727
7039,HMCES,36.908,0.0,69.81887110362258
6655,GSKIP,36.904,0.0,69.8136057287279
9789,MRPS30,36.895,0.0,69.8083403538332
15215,SMYD5,36.878,0.0,69.8030749789385
7038,HMBS,36.875,0.0,69.7978096040438
12568,PPP2R1B,36.869,0.0,69.79254422914912
1333,AURKC,36.867,0.0,69.78727885425442
1474,BCL2L1,36.863,0.0,69.78201347935973
6836,HARS2,36.851,0.0,69.77674810446504
7688,IRF2BPL,36.841,0.0,69.77148272957035
12528,PPP1R12B,36.819,0.0,69.76621735467565
17961,WASL,36.813,0.0,69.76095197978096
10557,NOL10,36.81,0.0,69.75305391743892
5995,GAK,36.81,0.0,69.75305391743892
9466,MGME1,36.795,0.0,69.74515585509688
9408,METTL2B,36.7935,9.345830326942599,69.73989048020219
18266,ZC3H13,36.793,0.0,69.7346251053075
5141,EXOC2,36.792,0.0,69.72935973041281
12398,POLR3D,36.789,0.0,69.72409435551812
3662,CSDC2,36.787,0.0,69.71882898062341
17347,TTF1,36.78,0.0,69.71356360572872
524,AKT1S1,36.769,0.0,69.70566554338669
11416,OTUD6B,36.769,0.0,69.70566554338669
18233,ZBTB34,36.761,0.0,69.69776748104465
17188,TRMT2A,36.758,0.0,69.69250210614996
16420,THOC5,36.747,0.0,69.68723673125527
18944,ZPR1,36.741,0.0,69.68197135636058
9096,MAN2C1,36.734,0.0,69.67670598146589
4973,EPB42,36.717,0.0,69.6714406065712
17289,TSPYL1,36.701,0.0,69.66617523167649
10893,OAS3,36.7,0.0,69.6609098567818
16723,TMEM243,36.688,0.0,69.65564448188711
13440,RDH10,36.677,0.0,69.65037910699242
6065,GATAD2A,36.659,0.0,69.64511373209773
6613,GRINA,36.651,0.0,69.63984835720304
9432,MFN2,36.65,0.0,69.63195029486099
1190,ATG12,36.65,0.0,69.63195029486099
17888,VPS37B,36.646,0.0,69.62405223251895
9831,MSI1,36.623,0.0,69.61878685762426
14808,SLC25A21,36.617,0.0,69.61352148272957
18032,WDR92,36.608,0.0,69.60825610783488
2962,CFHR5,36.581,0.0,69.60035804549284
1125,ASCC2,36.581,0.0,69.60035804549284
6207,GIMAP7,36.577,0.0,69.5924599831508
7789,IYD,36.576,0.0,69.58719460825611
17030,TPST2,36.575,0.0,69.58192923336142
18355,ZFPL1,36.573,0.0,69.57666385846673
14951,SLC39A3,36.572,0.0,69.57139848357204
12035,PIGT,36.558,0.0,69.56613310867735
15866,SUN1,36.552,0.0,69.56086773378264
15282,SNX18,36.529,0.0,69.55560235888795
11993,PHYHD1,36.525999999999996,5.696452229238832,69.55033698399326
6220,GIT2,36.523,0.0,69.54507160909856
4093,DDX28,36.516,0.0,69.53980623420387
1998,C5orf46,36.514,0.0,69.53454085930917
8066,KIF11,36.509,0.0,69.52927548441448
16156,TBPL1,36.494,0.0,69.52401010951979
10223,NCF2,36.481,0.0,69.5187447346251
5140,EXOC1,36.478,0.0,69.51347935973041
6248,GLA,36.472,0.0,69.50821398483572
6450,GPC4,36.458,0.0,69.50294860994103
8608,LIG1,36.45,0.0,69.49768323504634
9691,MRC1,36.448,0.0,69.4897851727043
16645,TMEM161B,36.448,0.0,69.4897851727043
6617,GRK2,36.446,0.0,69.48188711036227
1120,ASB6,36.424,0.0,69.47662173546757
913,ARFGAP2,36.419,0.0,69.47135636057288
3939,CYSRT1,36.401,0.0,69.46609098567818
18063,WNK1,36.39,0.0,69.46082561078349
2984,CHAF1B,36.389,0.0,69.4555602358888
13646,RIOX2,36.372,0.0,69.4502948609941
14390,SEPTIN3,36.368,0.0,69.4450294860994
10402,NFKB2,36.367,0.0,69.43976411120471
15581,SRGAP2C,36.361,0.0,69.42923336141533
15580,SRGAP2B,36.361,0.0,69.42923336141533
15579,SRGAP2,36.361,0.0,69.42923336141533
4223,DHRS11,36.36,0.0,69.41870261162595
17350,TTI2,36.341,0.0,69.41343723673126
7156,HPF1,36.33,0.0,69.40817186183656
13644,RIOK2,36.318,0.0,69.40290648694187
5870,FST,36.315,0.0,69.39500842459984
16134,TBC1D5,36.315,0.0,69.39500842459984
9911,MTIF2,36.312,0.0,69.3871103622578
17238,TSEN2,36.307,0.0,69.3818449873631
1486,BCL7C,36.305,0.0,69.3765796124684
2729,CDK13,36.289,0.0,69.37131423757371
15440,SPATS2L,36.283,0.0,69.36604886267902
4087,DDX20,36.28,0.0,69.36078348778433
2839,CENPH,36.279,0.0,69.35551811288964
986,ARHGEF6,36.269,0.0,69.35025273799495
6997,HIP1R,36.268,0.0,69.34498736310026
2668,CDC40,36.248,0.0,69.33972198820555
9185,MARCHF5,36.244,0.0,69.33445661331086
2248,CASP2,36.235,0.0,69.32919123841617
5540,FBXO7,36.23,0.0,69.32392586352148
1174,ATAT1,36.227,0.0,69.31866048862679
15702,STAMBP,36.209,0.0,69.31076242628475
10352,NELFE,36.209,0.0,69.31076242628475
2700,CDH16,36.206,0.0,69.30286436394272
14591,SHISA6,36.2,0.0,69.29759898904801
16979,TP53BP1,36.173,0.0,69.28970092670598
17701,USP15,36.173,0.0,69.28970092670598
13012,PTPN23,36.172,0.0,69.28180286436394
12521,PPOX,36.17,0.0,69.27653748946925
10283,NDUFAF1,36.159,0.0,69.27127211457456
9003,LZTS3,36.156,0.0,69.26600673967987
10478,NKX1-1,36.151,0.0,69.26074136478518
1203,ATG7,36.149,0.0,69.25547598989048
14443,SERPINI1,36.146,0.0,69.2502106149958
9800,MRS2,36.144,0.0,69.2449452401011
5698,FKBP9P1,36.143,0.0,69.23704717775905
5697,FKBP9,36.143,0.0,69.23704717775905
5465,FASTKD3,36.106,0.0,69.22914911541702
10970,OPCML,36.1,0.0,69.22388374052233
4242,DHX33,36.098,0.0,69.21861836562763
17075,TRARG1,36.097,0.0,69.21335299073293
10210,NCAPG2,36.096,0.0,69.20808761583824
2763,CDKN2AIP,36.091,0.0,69.20282224094355
3088,CHTF18,36.076,0.0,69.19755686604886
7713,ISG20L2,36.073,0.0,69.19229149115417
18839,ZNF740,36.058,0.0,69.18702611625947
13004,PTPN12,36.054,0.0,69.18176074136478
2564,CD109,36.045,0.0,69.17649536647009
10167,NARS2,36.043,0.0,69.1712299915754
15858,SULT4A1,36.039,0.0,69.16596461668071
11700,PCLAF,36.035,0.0,69.16069924178602
9108,MAP1A,36.024,0.0,69.15543386689133
17524,UBE3C,36.017,0.0,69.15016849199664
16148,TBK1,36.008,0.0,69.14490311710195
3115,CIP2A,36.006,0.0,69.13963774220726
6817,HACL1,36.002,0.0,69.13437236731255
8875,LRRC8C,35.999,0.0,69.12910699241786
9079,MALSU1,35.992,0.0,69.12384161752317
11696,PCID2,35.984,0.0,69.11857624262848
15819,STX6,35.982,0.0,69.11331086773377
15718,STAT2,35.98,0.0,69.10804549283908
6352,GNL1,35.955,0.0,69.10278011794439
6437,GPATCH1,35.953,0.0,69.0975147430497
13605,RHOT1,35.951,0.0,69.09224936815501
3696,CSPG4,35.95,0.0,69.08698399326032
17183,TRMT11,35.946,0.0,69.08171861836563
18179,YOD1,35.939,0.0,69.07645324347094
12380,POLR2A,35.936,0.0,69.06592249368155
13433,RCOR1,35.936,0.0,69.06592249368155
17407,TUSC1,35.936,0.0,69.06592249368155
17624,UNC119,35.93,0.0,69.05539174389217
13977,RRP8,35.926,0.0,69.05012636899748
16961,TOP3A,35.918,0.0,69.04486099410278
3042,CHPF,35.916,0.0,69.03959561920809
1704,BTG3,35.912,0.0,69.0343302443134
13008,PTPN2,35.91,0.0,69.02643218197136
11419,OTULIN,35.91,0.0,69.02643218197136
8002,KDM3B,35.906,0.0,69.01853411962932
16343,TFB2M,35.904,0.0,69.01326874473462
12376,POLR1E,35.9,0.0,69.00800336983993
18261,ZC3H11A,35.891,0.0,69.00273799494524
7681,IRAK4,35.89,0.0,68.99747262005054
17501,UBE2J1,35.874,0.0,68.99220724515585
8131,KLC1,35.870000000000005,3.698168465605639,68.98694187026116
2287,CBL,35.868,0.0,68.98167649536647
6712,GTPBP3,35.857,0.0,68.97641112047178
14136,SAMSN1,35.844,0.0,68.97114574557709
9448,MFSD5,35.831,0.0,68.9658803706824
566,ALG8,35.829,0.0,68.9606149957877
9779,MRPS18C,35.821,0.0,68.955349620893
10248,NCS1,35.808,0.0,68.95008424599831
3246,CLPB,35.795,0.0,68.94481887110362
3577,CRADD,35.79,0.0,68.93955349620893
13671,RMND5A,35.788,0.0,68.93428812131424
523,AKT1,35.777,0.0,68.92902274641955
4146,DEFB126,35.776,0.0,68.92375737152486
436,AGPAT5,35.775,0.0,68.91849199663017
9409,METTL3,35.766,0.0,68.91322662173548
13510,RFK,35.764,0.0,68.90796124684077
8988,LYSMD2,35.755,0.0,68.90269587194608
14531,SGTB,35.745,0.0,68.89743049705139
9222,MAZ,35.742,0.0,68.8921651221567
6869,HCFC1,35.729,0.0,68.886899747262
7858,KAT8,35.72,0.0,68.88163437236732
3245,CLP1,35.719,0.0,68.87636899747261
14469,SEZ6,35.708,0.0,68.87110362257792
10772,NTM,35.701,0.11596551211459484,68.86583824768323
4577,DUSP14,35.695,0.0,68.86057287278854
2146,CALCOCO2,35.671,0.0,68.85530749789385
3076,CHST14,35.664,0.0,68.85004212299916
15390,SPANXB1,35.662,0.0,68.84477674810447
17168,TRIOBP,35.657,0.0,68.83951137320977
296,ADAT2,35.631,0.0,68.83424599831508
15877,SUPT7L,35.623,0.0,68.82898062342039
18982,ZWILCH,35.618,0.0,68.8237152485257
12958,PTDSS1,35.612,0.0,68.81844987363101
17534,UBL7,35.609,0.0,68.81318449873632
16506,TLE1,35.596,0.0,68.80791912384161
16417,THOC1,35.591,0.0,68.80265374894692
1994,C5orf22,35.566,0.0,68.79738837405223
11873,PEX3,35.554,0.0,68.79212299915753
13043,PTS,35.546,0.0,68.78685762426284
14863,SLC29A1,35.532,0.0,68.78159224936815
17925,VTI1A,35.513,0.0,68.77632687447345
8156,KLHDC4,35.491,0.0,68.77106149957876
13934,RPS6KA1,35.477,0.0,68.76579612468407
8461,LARP4B,35.472,0.0,68.76053074978938
17046,TRAF3IP3,35.469,0.0,68.75526537489469
1611,BOLA3,35.462,0.0,68.75
17537,UBN2,35.447,0.0,68.74473462510531
6414,GOPC,35.432,0.0,68.73946925021062
12151,PLAAT3,35.429,0.0,68.73420387531593
6564,GPT2,35.423,0.0,68.72893850042124
18931,ZNHIT6,35.422,0.0,68.72367312552655
11951,PHF10,35.412,0.0,68.71840775063185
13103,QPCTL,35.397,0.0,68.71314237573716
11468,PAAF1,35.395,0.0,68.70787700084247
10423,NGRN,35.388,0.0,68.69997893850042
18164,YES1,35.388,0.0,68.69997893850042
13295,RASA3,35.369,0.0,68.69208087615839
15811,STX18,35.364,0.0,68.68681550126368
16503,TLCD4-RWDD3,35.357,0.0,68.67891743892164
16502,TLCD4,35.357,0.0,68.67891743892164
10514,NLRX1,35.339,0.0,68.67101937657961
5425,FAM89A,35.337,0.0,68.66575400168492
4663,ECE2,35.325,0.0,68.66048862679023
3768,CTPS2,35.321,0.0,68.65522325189553
11514,PAK4,35.32,0.0,68.64995787700084
3997,DCAF11,35.316,0.0,68.64469250210615
2974,CGN,35.307,0.0,68.63942712721146
15115,SMAD4,35.301,0.0,68.63416175231677
3924,CYP4F30P,35.295,0.0,68.62889637742208
2497,CCN3,35.281,0.0,68.62363100252739
989,ARID1A,35.273,0.0,68.61836562763268
8716,LMO2,35.263,0.0,68.613100252738
9745,MRPL35,35.257,0.0,68.6078348778433
116,ACACA,35.25,0.0,68.60256950294861
16706,TMEM223,35.247,0.0,68.59730412805392
1643,BRCC3,35.227,0.0,68.59203875315923
10211,NCAPH,35.215,0.0,68.58677337826452
7581,INHBC,35.21,0.0,68.58150800336983
10789,NUB1,35.201,0.0,68.57624262847514
12476,PPDPF,35.157,0.0,68.57097725358045
3253,CLPX,35.152,0.0,68.56571187868576
10705,NRCAM,35.147,0.0,68.56044650379107
7546,ILDR1,35.141,0.0,68.55518112889638
10580,NOP9,35.13,0.0,68.54991575400169
7691,IRF5,35.119,0.0,68.54201769165965
1365,B3GAT3,35.119,0.0,68.54201769165965
9673,MPP6,35.113,0.0,68.5341196293176
12403,POLR3H,35.111,0.0,68.52885425442291
15880,SURF2,35.107,0.0,68.52358887952822
12469,PPARG,35.106,0.0,68.51832350463353
3150,CLCF1,35.102,0.0,68.51305812973884
18278,ZC3HC1,35.095,0.0,68.50779275484415
5519,FBXO3,35.092,0.0,68.50252737994946
5043,ERGIC2,35.086,0.0,68.49726200505476
9516,MINPP1,35.067,0.0,68.49199663016007
9848,MST1,35.064,0.0,68.48673125526538
12139,PLA2G4A,35.057,0.0,68.48146588037068
16086,TASOR2,35.037,0.0,68.47620050547599
2793,CEACAM1,35.032,0.0,68.4709351305813
9089,MAN1A2,35.03,0.0,68.4656697556866
1663,BRMS1,35.019,0.0,68.46040438079191
7594,INPP1,35.018,0.0,68.45513900589722
1615,BORCS5,35.004,0.0,68.44987363100252
16024,TAFA2,35.003,0.0,68.44460825610783
2420,CCDC59,35.001,0.0,68.43934288121314
11602,PAXIP1,34.997,0.0,68.43407750631845
7577,ING5,34.996,0.0,68.42881213142375
3992,DBR1,34.991,0.0,68.42354675652906
13195,RABEP1,34.963,0.0,68.41828138163437
5514,FBXO22,34.959,0.0,68.41301600673968
18316,ZDHHC6,34.956,0.0,68.40775063184499
2239,CASC3,34.946,0.0,68.4024852569503
14316,SEC24B,34.944,0.0,68.39721988205561
8777,LRCH4,34.942,0.0,68.39195450716092
395,AFDN,34.93,0.0,68.38668913226623
4542,DSN1,34.928,0.0,68.38142375737152
11323,OR7D4,34.918,0.0,68.37615838247683
8877,LRRC8E,34.912,0.0,68.37089300758214
3554,CPSF3,34.911,0.0,68.36562763268745
17740,USP34,34.906,0.0,68.36036225779274
9397,METTL17,34.903,0.0,68.35509688289805
16103,TBC1D15,34.899,0.0,68.34983150800336
13432,RCN3,34.898,0.0,68.34456613310867
11985,PHOSPHO2,34.893,0.0,68.33930075821398
10530,NMI,34.883,0.0,68.33403538331929
13763,RNF25,34.879,0.0,68.3287700084246
13076,PXMP4,34.867,0.0,68.32350463352991
5563,FCGR2C,34.861,0.0,68.31560657118787
5562,FCGR2B,34.861,0.0,68.31560657118787
11380,OSBPL8,34.85,0.0,68.30770850884583
3375,COG2,34.848,0.0,68.30244313395114
10429,NHLRC3,34.839,0.0,68.29717775905645
6405,GOLIM4,34.831,0.0,68.29191238416176
4111,DDX54,34.828,0.0,68.28401432181971
17311,TTC14,34.828,0.0,68.28401432181971
6140,GDPGP1,34.827,0.0,68.27611625947767
8003,KDM4A,34.818,0.0,68.27085088458298
2802,CEACAM7,34.805,0.0,68.2655855096883
7573,ING1,34.803,0.0,68.2603201347936
1141,ASIP,34.799,0.0,68.2550547598989
16977,TP53,34.793,0.0,68.2497893850042
237,ACY3,34.792,0.0,68.24452401010952
5701,FKTN,34.753,0.0,68.23925863521482
7167,HPSE,34.739,0.0,68.23399326032013
7310,ICAM3,34.732,0.0,68.22872788542544
5155,EXOSC10,34.721,0.0,68.22346251053075
5915,FXYD7,34.714,0.0,68.21819713563606
13779,RNFT1,34.697,0.0,68.21293176074137
18545,ZNF331,34.692,0.0,68.20766638584668
14692,SLAMF7,34.69,0.0,68.20240101095199
1761,C11orf98,34.686,0.0,68.19713563605728
12274,PLXDC2,34.685,0.0,68.19187026116259
5820,FPGS,34.672,0.0,68.1866048862679
5914,FXYD6-FXYD2,34.67,0.0,68.18133951137321
6917,HECTD3,34.656,0.0,68.17607413647852
10615,NPEPL1,34.648,0.0,68.17080876158383
8938,LTV1,34.645,0.0,68.16554338668914
180,ACRV1,34.641,0.0,68.16027801179445
17236,TSC22D4,34.639,0.0,68.15501263689974
3333,CNOT7,34.629,0.0,68.14974726200505
17665,UQCC3,34.627,0.0,68.14448188711036
7475,IL16,34.626,0.0,68.13921651221567
1492,BCO2,34.618,0.0,68.13395113732098
3405,COL3A1,34.612,0.0,68.12868576242629
9029,MAFF,34.608,0.0,68.1234203875316
14657,SIRT1,34.603,0.0,68.1181550126369
17899,VPS53,34.57,0.0,68.1128896377422
13210,RACGAP1,34.56,0.0,68.10762426284751
3891,CYP27A1,34.557,0.0,68.10235888795282
2865,CEP170,34.554,0.0,68.09709351305813
7742,ITGAL,34.548,0.0,68.09182813816344
14767,SLC22A11,34.536,0.0,68.08656276326874
9369,MELK,34.532,0.0,68.08129738837405
9623,MOCS3,34.529,0.0,68.07603201347936
4245,DHX36,34.525,0.0,68.06813395113733
13213,RAD17,34.525,0.0,68.06813395113733
12054,PIK3R1,34.516,0.0,68.06023588879529
11775,PDF,34.509,0.0,68.0549705139006
10980,OPRL1,34.505,0.0,68.0497051390059
12881,PSG9,34.501,0.0,68.0444397641112
9756,MRPL45,34.491,0.0,68.03917438921651
18275,ZC3H8,34.483,0.0,68.03390901432182
10928,ODR4,34.48,0.0,68.02864363942712
14198,SCD5,34.479,0.0,68.02337826453243
6113,GCOM2,34.464,0.0,68.01811288963773
18019,WDR75,34.463,0.0,68.0102148272957
13532,RFXANK,34.463,0.0,68.0102148272957
3842,CXXC1,34.459,0.0,68.00231676495366
6753,GZMM,34.452,0.0,67.99705139005897
12285,PM20D2,34.45,0.0,67.99178601516428
10398,NFIC,34.427,0.0,67.98652064026959
5030,ERCC3,34.422,0.0,67.9812552653749
8549,LEMD3,34.419,0.0,67.97598989048021
11558,PARG,34.41,0.0,67.97072451558552
18017,WDR73,34.391,0.0,67.96545914069083
17996,WDR43,34.368,0.0,67.96019376579613
6691,GTF2H1,34.357,0.0,67.95492839090144
1849,C19orf84,34.356,0.0,67.94966301600674
2803,CEACAM8,34.351,0.0,67.94439764111205
4220,DHODH,34.347,0.0,67.93913226621736
1134,ASGR1,34.344,0.0,67.93386689132265
7751,ITGB3BP,34.343,0.0,67.92860151642796
15595,SRPK2,34.333,0.0,67.92333614153327
572,ALKBH3,34.328,0.0,67.91807076663858
12988,PTK2,34.306,0.0,67.91280539174389
17409,TUSC3,34.301,0.0,67.9075400168492
1649,BRD8,34.295,0.0,67.9022746419545
