,Gn,mean,std,percentile_rank
8953,LY6G5C,15.385,0.0,45.58235046335299
2866,CEP170B,15.384,0.0,45.5770850884583
17044,TRAF3IP1,15.379,0.0,45.571819713563606
17970,WDFY2,15.373,0.0,45.566554338668915
1104,ASAP3,15.37,0.0,45.561288963774224
4011,DCAF8,15.369,0.0,45.556023588879526
3043,CHPF2,15.341,0.0,45.550758213984835
6620,GRK5,15.34,0.0,45.545492839090144
8459,LARP1B,15.334,0.0,45.540227464195446
14040,RUBCN,15.332,0.0,45.534962089300755
2350,CCDC138,15.331,0.0,45.529696714406064
6918,HECTD4,15.327,0.0,45.52179865206403
17095,TRIM10,15.327,0.0,45.52179865206403
4119,DEAF1,15.326,0.0,45.51390058972199
13090,PYGO1,15.322,0.0,45.5086352148273
508,AKNA,15.32,0.0,45.5033698399326
11913,PGBD5,15.317,0.0,45.49810446503791
15809,STX16-NPEPL1,15.316,0.0,45.49020640269587
15808,STX16,15.316,0.0,45.49020640269587
12365,POLG2,15.314,0.0,45.48230834035383
2874,CEP350,15.312,0.0,45.47704296545914
9067,MAGI3,15.311,0.0,45.47177759056445
2496,CCN2,15.305,0.0,45.46651221566976
12190,PLD6,15.304,0.0,45.46124684077507
15198,SMPDL3A,15.289,0.0,45.453348778433025
8613,LILRA3,15.289,0.0,45.453348778433025
8416,L3MBTL3,15.2805,3.4061333649755996,45.44545071609099
1105,ASB1,15.278,0.0,45.44018534119629
10178,NAV1,15.275,0.0,45.4349199663016
2814,CELA1,15.273,0.0,45.42965459140691
16782,TMEM63A,15.271,0.0,45.42175652906487
1928,C22orf42,15.271,0.0,45.42175652906487
6489,GPR150,15.266,0.0,45.41385846672283
14223,SCML1,15.265,0.0,45.40859309182814
3591,CREBBP,15.262,0.0,45.40332771693345
17325,TTC3,15.261,0.0,45.398062342038756
3013,CHI3L2,15.249,0.0,45.39279696714406
12106,PKD2,15.245,0.0,45.38753159224937
1954,C2orf83,15.244,0.0,45.382266217354676
5257,FAM133A,15.236,0.0,45.377000842459985
15024,SLC6A17,15.234,0.0,45.37173546756529
6083,GBP5,15.228,0.0,45.366470092670596
7400,IFT88,15.225,0.0,45.35857203032856
1191,ATG13,15.225,0.0,45.35857203032856
1003,ARL10,15.224,0.0,45.35067396798652
54,ABCC2,15.222,0.0,45.34277590564449
13299,RASAL2,15.222,0.0,45.34277590564449
16530,TLX2,15.219,0.0,45.33487784330244
13223,RAD51B,15.217,0.0,45.329612468407745
1748,C11orf53,15.198,0.0,45.324347093513055
8707,LMF1,15.184,0.0,45.319081718618364
4379,DNAJB5,15.174,0.0,45.31381634372367
6573,GRAMD1A,15.168,0.0,45.30855096882898
1574,BMERB1,15.167,0.0,45.30328559393429
10829,NUMBL,15.161,0.0,45.2980202190396
4950,ENTPD3,15.152,0.0,45.29275484414491
12575,PPP2R3C,15.145,0.0,45.28748946925021
7826,JPH1,15.139,0.0,45.28222409435551
17061,TRAPPC10,15.138,0.0,45.27695871946082
2226,CARD8,15.137,0.0,45.27169334456613
3968,DAPK1,15.134,0.0,45.26642796967144
6585,GRB7,15.133,0.0,45.26116259477675
587,ALPG,15.131,0.0,45.25589721988206
18983,ZWINT,15.127,0.0,45.247999157540015
8606,LIF,15.127,0.0,45.247999157540015
5173,EYA4,15.125,0.0,45.24010109519798
959,ARHGAP9,15.124,0.0,45.23483572030329
5925,FZD4,15.119,0.0,45.226937657961244
8594,LHFPL5,15.119,0.0,45.226937657961244
18563,ZNF358,15.115,0.0,45.21903959561921
1356,B3GALNT2,15.113,0.0,45.21377422072452
8399,KRTCAP3,15.112,0.0,45.208508845829826
7823,JMY,15.11,0.0,45.20324347093513
16887,TNFRSF6B,15.108,0.0,45.19797809604044
3466,COQ2,15.105,0.0,45.192712721145746
15248,SNRNP48,15.103,0.0,45.187447346251055
177,ACP7,15.098,0.0,45.182181971356364
13999,RSPO3,15.096,0.0,45.176916596461666
3431,COLGALT2,15.093,0.0,45.171651221566975
5304,FAM174B,15.092,0.0,45.166385846672284
3748,CTDSP1,15.079,0.0,45.161120471777586
6331,GNAT3,15.078,0.0,45.155855096882895
12973,PTGES3L,15.073500000000001,17.98243255235509,45.150589721988204
1671,BRWD1,15.068,0.0,45.14532434709351
8247,KPNA5,15.062,0.0,45.13742628475148
3213,CLEC6A,15.062,0.0,45.13742628475148
9464,MGAT5B,15.053,0.0,45.12689553496209
12939,PSPN,15.053,0.0,45.12689553496209
5234,FAM110C,15.043,0.0,45.11899747262005
14533,SH2B2,15.041,0.0,45.113732097725354
15041,SLC7A2,15.039,0.0,45.10846672283066
1493,BCOR,15.035,0.0,45.10056866048863
9981,MXD1,15.035,0.0,45.10056866048863
15966,SYT8,15.032,0.0,45.09267059814659
12517,PPM1L,15.031,0.0,45.0874052232519
8188,KLHL36,15.029,0.0,45.08213984835721
15307,SOCS1,15.025,0.0,45.07687447346251
15117,SMAD6,15.023,0.0,45.07160909856782
13617,RIC3,15.022,0.0,45.06634372367312
5226,FAM104A,15.02,0.0,45.06107834877843
11483,PACS2,15.016,0.0,45.05581297388374
1941,C2orf48,15.015,0.0,45.05054759898905
10405,NFKBID,15.013,0.0,45.04528222409436
5293,FAM168A,15.011,0.0,45.04001684919967
17804,VASH2,15.005,0.0,45.03475147430497
6276,GLP2R,15.003,0.0,45.02948609941028
1198,ATG4A,14.996,0.0,45.02422072451559
15179,SMIM40,14.994,0.0,45.01632266217355
3976,DAXX,14.994,0.0,45.01632266217355
6060,GATA3,14.983,0.0,45.00842459983151
8009,KDM5B,14.98,0.0,45.003159224936816
16760,TMEM39B,14.976,0.0,44.997893850042125
10080,MYORG,14.973,0.0,44.99262847514743
5989,GAGE2C,14.968,0.0,44.987363100252736
1800,C16orf54,14.963,0.0,44.9794650379107
5337,FAM209B,14.963,0.0,44.9794650379107
4229,DHRS4-AS1,14.945,0.0,44.97156697556866
16777,TMEM59,14.943,0.0,44.96630160067397
10783,NTRK3,14.94,0.0,44.961036225779274
9651,MOXD1,14.939,0.0,44.95577085088458
7881,KCNA4,14.935,0.0,44.950505475989885
18279,ZC4H2,14.934,0.0,44.945240101095195
6943,HERPUD2,14.932,0.0,44.939974726200504
16211,TCHHL1,14.93,0.0,44.93470935130581
4786,EIF2AK3,14.927,0.0,44.92944397641112
3884,CYP1B1,14.926,0.0,44.921545914069085
18070,WNT11,14.926,0.0,44.921545914069085
15362,SP140L,14.922,0.0,44.91364785172705
11449,P2RY11,14.921,0.0,44.90838247683235
15999,TAF1,14.913,0.0,44.90048441449031
667,ANKH,14.913,0.0,44.90048441449031
9943,MTSS2,14.907,0.0,44.889953664700926
3943,CYTH3,14.907,0.0,44.889953664700926
3170,CLDN2,14.904,0.0,44.88205560235889
12827,PRRX1,14.886,0.0,44.87415754001685
2028,C7orf33,14.886,0.0,44.87415754001685
8153,KLHDC10,14.881,0.0,44.86625947767481
1445,BBS2,14.878,0.0,44.86099410278012
9044,MAGEB1,14.877,0.0,44.85572872788543
11757,PDE3B,14.876,0.0,44.85046335299073
16081,TAS2R7,14.871,0.0,44.84519797809604
15016,SLC66A3,14.865,0.0,44.83993260320135
972,ARHGEF19,14.853,0.0,44.83466722830666
15923,SYNC,14.849,0.0,44.829401853411966
11721,PCSK2,14.842,0.0,44.82413647851727
16885,TNFRSF25,14.84,0.0,44.81887110362258
5957,GABRA4,14.839,0.0,44.813605728727886
3182,CLDN8,14.838,0.0,44.808340353833195
11422,OTX2,14.835,0.0,44.80044229149115
8486,LCE1B,14.835,0.0,44.80044229149115
1906,C1orf53,14.833,0.0,44.792544229149115
17753,USP46,14.832,0.0,44.78464616680708
11120,OR2T2,14.832,0.0,44.78464616680708
11126,OR2T35,14.83,0.0,44.776748104465035
9650,MOV10L1,14.827,0.0,44.771482729570344
8717,LMO3,14.826,0.0,44.76621735467565
5356,FAM222A,14.818,0.0,44.76095197978096
7477,IL17B,14.816,0.0,44.75568660488627
9849,MST1L,14.813,0.0,44.74778854254423
4467,DOT1L,14.813,0.0,44.74778854254423
4715,EEPD1,14.812,0.0,44.739890480202185
621,AMOTL1,14.798,0.0,44.734625105307494
5467,FAT1,14.796,0.0,44.7293597304128
13350,RBL1,14.792,0.0,44.72409435551811
3060,CHRNA5,14.791,0.0,44.71882898062342
13578,RHBDD3,14.79,0.0,44.71356360572873
17591,UGT1A5,14.783,0.0,44.70829823083404
15632,SSC5D,14.779,0.0,44.70303285593935
17408,TUSC2,14.777,0.0,44.69776748104465
11384,OSER1,14.772,0.0,44.69250210614996
5011,EPS8L1,14.765,0.0,44.68723673125526
4210,DGKZ,14.759,0.0,44.68197135636057
5476,FBH1,14.753,0.0,44.67670598146588
1644,BRD1,14.752,0.0,44.67144060657119
4328,DMP1,14.75,0.0,44.6661752316765
11407,OTOR,14.741,0.0,44.66090985678181
3371,COBL,14.739,0.0,44.65564448188711
14884,SLC30A3,14.73,0.0,44.65037910699242
16430,THSD4,14.729,0.0,44.64511373209773
5426,FAM89B,14.717,0.0,44.639848357203036
7387,IFRD2,14.708,0.0,44.63195029486099
1559,BLID,14.708,0.0,44.63195029486099
16958,TOP1MT,14.697,0.0,44.624052232518956
14142,SAP30L,14.696,0.0,44.61615417017692
18026,WDR86,14.696,0.0,44.61615417017692
241,ADA2,14.695,0.0,44.608256107834876
1537,BICC1,14.687,0.0,44.602990732940185
5502,FBXL4,14.684,0.0,44.597725358045494
15360,SP110,14.68,0.0,44.5924599831508
8748,LOXL2,14.673,0.0,44.58719460825611
18199,ZACN,14.666,0.0,44.57929654591407
14878,SLC2A6,14.666,0.0,44.57929654591407
14438,SERPINE3,14.665,0.0,44.571398483572025
6850,HAVCR1,14.661,0.0,44.566133108677334
2824,CELF6,14.652,0.0,44.56086773378264
7032,HLCS,14.651,0.0,44.55560235888795
14938,SLC38A4,14.648,0.0,44.55033698399326
1719,BUB1,14.639,0.0,44.54507160909857
15365,SP4,14.634,0.0,44.53980623420388
1765,C12orf42,14.63,0.0,44.53454085930918
3623,CROCC,14.629,0.0,44.52927548441449
13491,RETREG1,14.627,0.0,44.52401010951979
14502,SFTPD,14.626,0.0,44.5187447346251
17582,UGCG,14.625,0.0,44.51347935973041
1819,C17orf50,14.622,0.0,44.50821398483572
13325,RASSF7,14.617,0.0,44.50294860994103
4990,EPHB2,14.614,0.0,44.49768323504634
7101,HOMER2,14.607,0.0,44.49241786015165
2246,CASP12,14.605,0.0,44.48715248525695
5273,FAM156A,14.602,0.0,44.47925442291491
5274,FAM156B,14.602,0.0,44.47925442291491
9834,MSL2,14.601,0.0,44.47135636057287
14875,SLC2A4,14.596,0.0,44.46609098567818
15482,SPIN4,14.593,0.0,44.46082561078349
3779,CTSF,14.586,0.0,44.45292754844145
8077,KIF1A,14.586,0.0,44.45292754844145
2870,CEP250,14.585,0.0,44.44502948609941
15873,SUPT3H,14.579,0.0,44.43976411120472
1635,BPTF,14.577,0.0,44.434498736310026
15214,SMYD4,14.569,0.0,44.429233361415335
2511,CCNDBP1,14.565,0.0,44.42396798652064
14702,SLC10A7,14.563,0.0,44.418702611625946
16722,TMEM242,14.561,0.0,44.413437236731255
6253,GLCCI1,14.559,0.0,44.408171861836564
497,AKAP3,14.554,0.0,44.402906486941866
11315,OR6X1,14.543,0.0,44.397641112047175
1044,ARMCX2,14.539,0.0,44.392375737152484
11389,OSM,14.536,0.0,44.38711036225779
17432,TXNDC16,14.534,0.0,44.3818449873631
3898,CYP2C18,14.533,0.0,44.37657961246841
14691,SLAMF6,14.532,0.0,44.37131423757371
14745,SLC17A6,14.529,0.0,44.36604886267902
8671,LINC02877,14.528,0.0,44.360783487784325
4721,EFCAB14,14.523,0.0,44.355518112889634
16223,TCP10L3,14.519,4.729130152575629,44.35025273799494
13160,RAB37,14.518,0.0,44.34498736310025
8724,LMTK2,14.515,0.0,44.33972198820556
16938,TOB2,14.509,0.0,44.33445661331087
12570,PPP2R2B,14.508,0.0,44.32919123841618
7523,IL31,14.5,0.0,44.321293176074136
6237,GJD2,14.5,0.0,44.321293176074136
8805,LRP8,14.498,0.0,44.3133951137321
8626,LIME1,14.495,0.0,44.305497051390056
2469,CCL13,14.495,0.0,44.305497051390056
13895,RPP38-DT,14.492,0.0,44.29759898904802
13803,ROR2,14.475,0.0,44.29233361415333
5289,FAM166B,14.467,0.0,44.28706823925864
16872,TNFRSF10D,14.461,0.0,44.28180286436395
5394,FAM71A,14.458,0.0,44.27653748946925
1935,C2CD4C,14.457,0.0,44.26863942712721
210,ACTL7A,14.457,0.0,44.26863942712721
10341,NEK2,14.456,0.0,44.25810867733782
3362,CNTROB,14.456,0.0,44.25810867733782
11752,PDE1A,14.45,0.0,44.25021061499579
9484,MICALL2,14.448,0.0,44.244945240101096
15712,STARD5,14.445,0.0,44.239679865206405
12998,PTP4A3,14.443,0.0,44.23441449031171
15339,SOX1,14.442,0.0,44.229149115417016
12963,PTGDR,14.44,0.0,44.223883740522325
12995,PTOV1,14.435,0.0,44.218618365627634
9474,MIA2,14.4315,5.9870731163064965,44.21335299073294
18393,ZKSCAN8,14.427,0.0,44.208087615838245
17536,UBN1,14.426,0.0,44.202822240943554
3701,CSRNP3,14.424,0.0,44.19755686604886
2200,CAPN15,14.423,0.0,44.192291491154165
11410,OTUB2,14.421,0.0,44.187026116259474
8417,L3MBTL4,14.419,0.0,44.18176074136478
12186,PLD2,14.418,0.0,44.17649536647009
9031,MAFK,14.403,0.0,44.1712299915754
18719,ZNF584,14.4,0.0,44.16596461668071
3822,CXCL1,14.398,0.0,44.158066554338674
2492,CCL8,14.398,0.0,44.158066554338674
8474,LAYN,14.387,0.0,44.15016849199663
15317,SOGA1,14.386,0.0,44.14490311710193
15116,SMAD5,14.385,0.0,44.137005054759896
11956,PHF19,14.385,0.0,44.137005054759896
886,AQP11,14.382,0.0,44.12910699241786
18036,WDTC1,14.381,0.0,44.12384161752317
14452,SESTD1,14.378,0.0,44.11857624262848
6815,HACD4,14.376,0.0,44.11331086773379
5247,FAM120C,14.373,0.0,44.10804549283909
15978,TAAR5,14.372,0.0,44.1027801179444
5501,FBXL3,14.37,0.0,44.0975147430497
3601,CRHR1,14.366,0.0,44.09224936815501
12065,PIMREG,14.364,0.0,44.08698399326032
8072,KIF16B,14.362,0.0,44.08171861836563
10922,ODF2L,14.356,0.0,44.07645324347094
11119,OR2T12,14.353,0.0,44.071187868576246
1840,C19orf47,14.351,0.0,44.06592249368155
11346,OR8U1,14.341,0.0,44.06065711878686
14333,SEL1L3,14.34,0.0,44.05275905644482
9102,MANSC1,14.34,0.0,44.05275905644482
15747,STK17A,14.339,0.0,44.04486099410278
2054,C9orf129,14.337,0.0,44.039595619208086
16727,TMEM248,14.335,0.0,44.034330244313395
820,APBB1,14.334,0.0,44.029064869418704
3134,CKLF-CMTM1,14.3265,4.885400751217856,44.023799494524006
7955,KCNN2,14.326,0.0,44.018534119629315
7825,JOSD2,14.322,0.0,44.013268744734624
5233,FAM110B,14.32,0.0,44.00273799494524
6578,GRAMD4,14.32,0.0,44.00273799494524
730,ANKRD60,14.32,0.0,44.00273799494524
8966,LYG1,14.318,0.0,43.99220724515585
6472,GPR107,14.314,0.0,43.98430918281382
90,ABHD2,14.314,0.0,43.98430918281382
6185,GGT7,14.305,0.0,43.976411120471774
15393,SPANXN1,14.303,0.0,43.97114574557708
1645,BRD2,14.298,0.0,43.96588037068239
11772,PDE8A,14.296,0.0,43.9606149957877
15012,SLC5A9,14.286,0.0,43.95534962089301
4644,E2F6,14.282,0.0,43.95008424599832
16339,TFAP2D,14.275,0.0,43.94481887110363
13204,RABL2A,14.273499999999999,0.10818733752154273,43.93955349620893
17125,TRIM42,14.255,0.0,43.93428812131424
578,ALLC,14.248,0.0,43.92902274641954
9995,MYBPC2,14.246,0.0,43.92375737152485
8012,KDM6A,14.239,0.0,43.91849199663016
9532,MITF,14.237,0.0,43.91322662173547
6186,GGTLC1,14.236,0.0,43.90796124684078
15355,SOX7,14.235,0.0,43.90269587194609
11185,OR4S1,14.232,0.0,43.89479780960404
12806,PRR34,14.232,0.0,43.89479780960404
17645,UNKL,14.231,0.0,43.88689974726201
15242,SNRK,14.227,0.0,43.88163437236731
16050,TARBP1,14.226,0.0,43.87636899747262
4908,EML5,14.219,0.0,43.87110362257793
3412,COL5A1,14.218,0.0,43.865838247683236
15149,SMCP,14.216,0.0,43.860572872788545
14493,SFT2D1,14.203,0.0,43.85530749789385
18510,ZNF276,14.201,0.0,43.850042122999156
362,ADM5,14.199,0.0,43.844776748104465
13205,RABL2B,14.196,0.1545024271654005,43.839511373209774
7811,JAZF1,14.192,0.0,43.83424599831508
11414,OTUD5,14.191,0.0,43.828980623420385
11530,PANK1,14.186,0.0,43.823715248525694
849,APOBEC3A,14.185,0.0,43.818449873631
6178,GGNBP2,14.18,0.0,43.813184498736305
18391,ZKSCAN5,14.178,0.0,43.807919123841614
5675,FILIP1L,14.176,0.0,43.80265374894692
5794,FOXJ2,14.173,0.0,43.79738837405223
2442,CCDC82,14.171,0.0,43.79212299915754
6897,HDGFL1,14.167,0.0,43.784224936815505
6988,HIGD1C,14.167,0.0,43.784224936815505
18739,ZNF609,14.1665,9.931314741765059,43.77632687447346
5437,FAM9C,14.164,0.0,43.771061499578764
7601,INPP5F,14.163,0.0,43.76579612468407
9442,MFSD14C,14.159,0.0,43.76053074978938
16686,TMEM200C,14.151,0.0,43.75526537489469
15521,SPRED3,14.142,0.0,43.74473462510531
14911,SLC35D3,14.142,0.0,43.74473462510531
7783,ITSN1,14.142,0.0,43.74473462510531
2562,CCZ1B,14.139,0.0,43.728938500421236
2561,CCZ1,14.139,0.0,43.728938500421236
15769,STMN3,14.139,0.0,43.728938500421236
11403,OTOL1,14.138,0.0,43.715775063184495
7541,IL6ST,14.138,0.0,43.715775063184495
7148,HOXD9,14.137,0.0,43.70787700084246
11279,OR5M8,14.133,0.0,43.69997893850042
7984,KCTD2,14.133,0.0,43.69997893850042
6265,GLIPR1L2,14.13,0.0,43.692080876158386
18716,ZNF581,14.128,0.0,43.686815501263695
18360,ZFX,14.123,0.0,43.681550126369
1850,C1D,14.122,0.0,43.676284751474306
17627,UNC13B,14.115,0.0,43.66838668913226
15110,SLX4,14.115,0.0,43.66838668913226
5767,FOSL1,14.114,0.0,43.660488626790226
14830,SLC25A41,14.106,0.0,43.655223251895535
15731,STEAP1B,14.104,0.0,43.649957877000844
4271,DIPK2B,14.1,0.0,43.64469250210615
14776,SLC22A2,14.097,0.0,43.639427127211455
10165,NARF,14.095,0.0,43.634161752316764
7745,ITGAX,14.093,0.0,43.62626368997473
1182,ATF6,14.093,0.0,43.62626368997473
772,ANXA2R,14.091,0.0,43.61836562763269
2885,CEP76,14.089,0.0,43.61310025273799
11906,PGAP3,14.08,0.0,43.6078348778433
10820,NUDT7,14.077,0.0,43.60256950294861
14850,SLC26A6,14.068,0.0,43.59730412805391
11029,OR13C2,14.067,0.0,43.59203875315922
13659,RLF,14.065,0.0,43.58677337826453
12841,PRSS38,14.061,0.0,43.58150800336984
5312,FAM181B,14.06,0.0,43.57624262847515
5474,FAXDC2,14.052,0.0,43.57097725358046
17811,VAV3,14.048,0.0,43.56571187868576
360,ADM,14.047,0.0,43.56044650379107
2450,CCDC88C,14.039,0.0,43.55518112889637
2449,CCDC88B,14.038,0.0,43.547283066554336
7820,JMJD7,14.038,4.176172649687749,43.547283066554336
13691,RNASEL,14.037,0.0,43.5393850042123
15183,SMIM7,14.031,0.0,43.53411962931761
9963,MUC4,14.021,0.0,43.52885425442292
10449,NIPA1,14.018,0.0,43.52095619208088
8042,KIAA0825,14.018,0.0,43.52095619208088
3543,CPNE6,14.016,0.0,43.51305812973884
11895,PFN3,14.013,0.0,43.50779275484415
11655,PCDHB12,14.011,0.0,43.50252737994945
9601,MMS22L,14.009,0.0,43.49726200505476
4342,DMXL1,14.006,0.0,43.48936394271272
6184,GGT6,14.006,0.0,43.48936394271272
6149,GET1,14.003,0.0,43.481465880370685
644,ANGEL1,13.991,0.0,43.476200505475994
9616,MOB3B,13.986,0.0,43.470935130581296
558,ALG12,13.984,0.0,43.460404380791914
1779,C12orf76,13.984,0.0,43.460404380791914
7754,ITGB6,13.984,0.0,43.460404380791914
14451,SESN3,13.973,0.0,43.449873631002525
8705,LMBRD2,13.969,0.0,43.444608256107834
2825,CELSR1,13.968,0.0,43.43934288121314
4483,DPM2,13.965,0.0,43.43407750631845
5506,FBXL8,13.961500000000001,1.2537003230437491,43.428812131423754
18059,WIPI1,13.961,0.0,43.42354675652906
14666,SIX1,13.96,0.0,43.41828138163437
3700,CSRNP2,13.952,0.0,43.410383319292336
17328,TTC31,13.952,0.0,43.410383319292336
805,AP3M2,13.947,0.0,43.4024852569503
14346,SELENOV,13.94,0.0,43.3972198820556
16528,TLR9,13.938,0.0,43.39195450716091
13184,RAB5IF,13.935,0.0,43.38668913226621
3303,CNGA1,13.934,0.0,43.38142375737152
14865,SLC29A3,13.932,0.0,43.37615838247683
16216,TCL1B,13.931,0.0,43.37089300758214
1984,C4orf46,13.93,0.0,43.36562763268745
11296,OR6C4,13.928,0.0,43.36036225779276
18941,ZPBP,13.927,0.0,43.35246419545072
5570,FCHSD2,13.927,0.0,43.35246419545072
617,AMMECR1L,13.924,0.0,43.34456613310868
2045,C8orf58,13.923666666666668,7.622378259659731,43.33930075821398
16896,TNFSF14,13.923,0.0,43.33403538331929
1692,BTBD2,13.919,0.0,43.32613732097725
7795,JADE1,13.919,0.0,43.32613732097725
2641,CD86,13.914,0.0,43.31560657118787
18161,YDJC,13.914,0.0,43.31560657118787
1763,C12orf4,13.912,0.0,43.307708508845835
5377,FAM27E3,13.907,0.0,43.30244313395114
15963,SYT5,13.901,0.0,43.297177759056446
10085,MYPN,13.9,0.0,43.291912384161755
3271,CLVS2,13.894,0.0,43.28664700926706
17761,USP54,13.892,0.0,43.281381634372366
16394,THAP2,13.887,0.0,43.276116259477675
9530,MISP3,13.873,0.0,43.270850884582984
16067,TAS2R3,13.872,0.0,43.26558550968829
9360,MEGF9,13.87,0.0,43.260320134793595
4166,DENND2D,13.869,0.0,43.255054759898904
4180,DEPDC7,13.866,0.0,43.24978938500421
8742,LONRF2,13.863,0.0,43.24452401010952
8067,KIF12,13.853,0.0,43.239258635214824
13026,PTPRG,13.852,0.0,43.23399326032013
5255,FAM131B,13.847,0.0,43.22872788542544
16928,TNRC6A,13.845,0.0,43.22346251053075
3241,CLN8,13.844,0.0,43.21819713563605
2717,CDHR2,13.834,0.0,43.21293176074136
8975,LYPD5,13.827,0.0,43.20766638584667
1456,BCAR3,13.826,0.0,43.20240101095198
18769,ZNF654,13.825,0.0,43.19713563605729
9594,MMP3,13.824,0.0,43.18923757371525
14250,SCP2D1-AS1,13.824,0.0,43.18923757371525
18334,ZFHX4,13.82,0.0,43.18133951137321
14117,SALL2,13.819,0.0,43.17607413647851
4618,DYNC2H1,13.818,0.0,43.17080876158382
15372,SPACA1,13.816,0.0,43.16554338668913
10154,NAP1L2,13.813,0.0,43.157645324347094
15692,STAC2,13.813,0.0,43.157645324347094
13419,RCAN2,13.812,0.0,43.14974726200506
14786,SLC22A9,13.811,0.0,43.144481887110366
17048,TRAF5,13.809,0.0,43.139216512215675
14892,SLC31A2,13.808,0.0,43.13395113732098
3636,CRY2,13.806,0.0,43.12868576242629
11280,OR5M9,13.804,0.0,43.12342038753159
12506,PPIP5K2,13.803,0.0,43.1181550126369
18331,ZFC3H1,13.802,0.0,43.11288963774221
15538,SPRY4,13.794,0.0,43.107624262847516
7360,IFITM5,13.785,0.0,43.102358887952825
11574,PARP8,13.784,0.0,43.097093513058134
13937,RPS6KA4,13.783,0.0,43.08919545071609
7350,IFIH1,13.783,0.0,43.08919545071609
16244,TDRD10,13.78,0.0,43.07866470092671
13306,RASGEF1C,13.78,0.0,43.07866470092671
1136,ASH1L,13.774,0.0,43.070766638584665
3989,DBNDD2,13.773,0.0,43.065501263689974
4082,DDX12P,13.772,0.0,43.05497051390059
4081,DDX11L8,13.772,0.0,43.05497051390059
4080,DDX11,13.772,0.0,43.05497051390059
13278,RAPGEF2,13.771,0.0,43.0444397641112
12819,PRRG1,13.767499999999998,4.906613954653452,43.03917438921651
1314,ATRX,13.766,0.0,43.03390901432182
2405,CCDC3,13.763,0.0,43.02864363942713
16966,TOPORS,13.761,0.0,43.02337826453243
13428,RCHY1,13.758,0.0,43.01811288963774
18077,WNT5A,13.753,0.0,43.01284751474305
10946,OLFM1,13.749,0.0,43.00758213984835
2444,CCDC85B,13.746,0.0,42.999684077506316
1534,BHLHE41,13.746,0.0,42.999684077506316
16907,TNK2,13.745,0.0,42.99178601516428
8391,KRTAP9-1,13.744,0.0,42.98388795282224
3906,CYP2R1,13.744,0.0,42.98388795282224
14043,RUFY2,13.743,0.0,42.97598989048021
3689,CSNK1G1,13.739,0.0,42.97072451558551
10974,OPN1SW,13.733,0.0,42.96545914069082
6833,HAPLN4,13.728,0.0,42.96019376579612
7877,KCNA1,13.727,0.0,42.95492839090143
13981,RSAD1,13.719,0.0,42.94966301600674
8133,KLC3,13.718,0.0,42.94439764111205
501,AKAP7,13.715,0.0,42.93649957877001
11295,OR6C3,13.715,0.0,42.93649957877001
965,ARHGEF10L,13.707,0.0,42.928601516427975
3419,COL6A6,13.704,0.0,42.92070345408593
10624,NPHS1,13.704,0.0,42.92070345408593
4133,DEFB104B,13.702,0.0,42.91280539174389
9189,MARCHF9,13.698,0.0,42.9075400168492
17846,VILL,13.695,0.0,42.902274641954506
15467,SPG11,13.692,0.0,42.897009267059815
15754,STK31,13.681,0.0,42.891743892165124
6927,HELZ2,13.679,0.0,42.88647851727043
4261,DIO1,13.677,0.0,42.881213142375735
2342,CCDC125,13.672,0.0,42.875947767481044
15575,SREK1IP1,13.662,0.0,42.87068239258635
3086,CHSY1,13.661,0.0,42.86541701769166
6074,GBA2,13.657,0.0,42.85751895534962
18208,ZBED4,13.657,0.0,42.85751895534962
18605,ZNF436-AS1,13.65,0.0,42.84962089300758
288,ADAMTSL4,13.646,0.0,42.84435551811289
7538,IL5RA,13.645,0.0,42.83909014321819
6162,GFRA1,13.642,0.0,42.8338247683235
5446,FANCG,13.64,0.0,42.82855939342881
9373,MENT,13.636,0.0,42.82329401853412
3281,CMKLR1,13.634,0.0,42.81802864363943
7492,IL1A,13.632,0.0,42.81276326874474
3288,CMTM4,13.63,0.0,42.80749789385004
15789,STRADA,13.628,0.0,42.80223251895535
17580,UFSP1,13.624,0.0,42.79696714406065
6478,GPR137,13.623,0.0,42.79170176916596
18270,ZC3H3,13.619,0.0,42.78643639427127
12313,PNMA2,13.618,0.0,42.78117101937658
13775,RNF5,13.615,0.0,42.77590564448189
7607,INSC,13.614,0.0,42.7706402695872
12430,PORCN,13.611,0.0,42.765374894692506
1660,BRIP1,13.602,0.0,42.760109519797815
16275,TEKT5,13.601,0.0,42.75221145745577
1376,B4GALNT1,13.601,0.0,42.75221145745577
7804,JAKMIP1,13.592,0.0,42.74431339511373
17345,TTC9B,13.591,0.0,42.73904802021904
7847,KANSL2,13.589,0.0,42.73378264532435
5821,FPGT,13.584499999999998,6.531545337820139,42.728517270429656
11851,PENK,13.583,0.0,42.723251895534965
18412,ZMYND19,13.579,0.0,42.717986520640274
7699,IRS1,13.577,0.0,42.712721145745576
3635,CRY1,13.576,0.0,42.707455770850885
11201,OR51G1,13.571,0.0,42.702190395956194
11541,PAPOLG,13.567,0.0,42.696925021061496
17558,UBXN2B,13.566,0.0,42.691659646166805
1082,ARSD,13.563,0.0,42.68112889637742
5327,FAM193B,13.563,0.0,42.68112889637742
9204,MASP1,13.563,0.0,42.68112889637742
4853,ELK4,13.559,0.0,42.670598146588034
8637,LIN54,13.557,0.0,42.66533277169334
18217,ZBTB11,13.553,0.0,42.66006739679865
